Reach,DateTime,elev,width,D50,slope,yield
upstream,4/16/2021 0:00,1746.1185,0.0,45.36447293198654,-0.00362999999999829,0.0
upstream,4/16/2021 1:00,1746.1185,0.0,45.4341563456765,-0.00362935726779142,0.0
upstream,4/16/2021 2:00,1746.1185,0.0,45.43415634567647,-0.003629290178755582,0.0
upstream,4/16/2021 3:00,1746.1185,0.0,45.43415634567647,-0.0036289755768893883,0.0
upstream,4/16/2021 4:00,1746.1185,0.0,45.43415634567647,-0.0036289752753327774,0.0
upstream,4/16/2021 5:00,1746.1185,0.0,45.43415634567647,-0.003628975244846515,0.0
upstream,4/16/2021 6:00,1746.1185,0.0,45.43415634567647,-0.0036289752417860656,0.0
upstream,4/16/2021 7:00,1746.1185,0.0,45.43415634567647,-0.0036289752417860656,0.0
upstream,4/16/2021 8:00,1746.1185,0.0,45.43415634567647,-0.0036289752417860656,0.0
upstream,4/16/2021 9:00,1746.1185,0.0,45.43415634567647,-0.0036289752417860656,0.0
upstream,4/16/2021 10:00,1746.1185,0.0,45.43415634567647,-0.0036289752417860656,0.0
upstream,4/16/2021 11:00,1746.1185,0.0,45.43415634567647,-0.0036289752417860656,0.0
upstream,4/16/2021 12:00,1746.1185,0.0,45.43415634567647,-0.0036289752417860656,0.0
upstream,4/16/2021 13:00,1746.1185,0.0,45.43415634567647,-0.0036289752417860656,0.0
upstream,4/16/2021 14:00,1746.1185,0.0,45.43415634567647,-0.0036289752417860656,0.0
upstream,4/16/2021 15:00,1746.1185,0.0,45.43415634567647,-0.0036289752417860656,0.0
upstream,4/16/2021 16:00,1746.1185,0.0,45.43415634567647,-0.0036289752417860656,0.0
upstream,4/16/2021 17:00,1746.1185,0.0,45.43415634567647,-0.0036289752417860656,0.0
upstream,4/16/2021 18:00,1746.1185,0.0,45.43415634567647,-0.0036289752417860656,0.0
upstream,4/16/2021 19:00,1746.1185,0.0,45.43415634567647,-0.0036289752417860656,0.0
upstream,4/16/2021 20:00,1746.1185,0.0,45.43415634567647,-0.003628975241754233,0.0
upstream,4/16/2021 21:00,1746.1185,0.0,45.43415634567647,-0.003628975241754233,0.0
upstream,4/16/2021 22:00,1746.1185,0.0,45.43415634567647,-0.003628975241754233,0.0
upstream,4/16/2021 23:00,1746.1185,0.0,45.43415634567647,-0.003628975241754233,0.0
upstream,4/17/2021 0:00,1746.1185,0.0,45.43415634567647,-0.003628975241754233,0.0
upstream,4/17/2021 1:00,1746.1185,0.0,45.43415634567647,-0.003628975241754233,0.0
upstream,4/17/2021 2:00,1746.1185,0.0,45.43415634567647,-0.003628975241754233,0.0
upstream,4/17/2021 3:00,1746.1185,0.0,45.43415634567647,-0.003628975241754233,0.0
upstream,4/17/2021 4:00,1746.1185,0.0,45.43415634567647,-0.0036289752003449394,0.0
upstream,4/17/2021 5:00,1746.1185,0.0,45.43415634567647,-0.0036289752003449394,0.0
upstream,4/17/2021 6:00,1746.1185,0.0,45.43415634567647,-0.0036289752003449394,0.0
upstream,4/17/2021 7:00,1746.1185,0.0,45.43415634567647,-0.0036289752003449394,0.0
upstream,4/17/2021 8:00,1746.1185,0.0,45.43415634567647,-0.0036289752003449394,0.0
upstream,4/17/2021 9:00,1746.1185,0.0,45.43415634567647,-0.0036289752003449394,0.0
upstream,4/17/2021 10:00,1746.1185,0.0,45.43415634567647,-0.0036289752003449394,0.0
upstream,4/17/2021 11:00,1746.1185,0.0,45.43415634567647,-0.0036289752003449394,0.0
upstream,4/17/2021 12:00,1746.1185,0.0,45.43415634567647,-0.0036289752003449394,0.0
upstream,4/17/2021 13:00,1746.1185,0.0,45.43415634567647,-0.0036289752003449394,0.0
upstream,4/17/2021 14:00,1746.1185,0.0,45.43415634567647,-0.0036289752003449394,0.0
upstream,4/17/2021 15:00,1746.1185,0.0,45.43415634567647,-0.0036289752003449394,0.0
upstream,4/17/2021 16:00,1746.1185,0.0,45.43415634567647,-0.0036289752003449394,0.0
upstream,4/17/2021 17:00,1746.1185,0.0,45.43415634567647,-0.0036289752003449394,0.0
upstream,4/17/2021 18:00,1746.1185,0.0,45.43415634567647,-0.0036289752000129736,0.0
upstream,4/17/2021 19:00,1746.1185,0.0,45.43415634567647,-0.0036289752000129736,0.0
upstream,4/17/2021 20:00,1746.1185,0.0,45.43415634567647,-0.0036289751949198034,0.0
upstream,4/17/2021 21:00,1746.1185,0.0,45.43415634567647,-0.0036289751949198034,0.0
upstream,4/17/2021 22:00,1746.1185,0.0,45.43415634567647,-0.0036289751949198034,0.0
upstream,4/17/2021 23:00,1746.1185,0.0,45.43415634567647,-0.003628975194915256,0.0
upstream,4/18/2021 0:00,1746.1185,0.0,45.43415634567647,-0.003628975194915256,0.0
upstream,4/18/2021 1:00,1746.1185,0.0,45.43415634567647,-0.003628975194915256,0.0
upstream,4/18/2021 2:00,1746.1185,0.0,45.43415634567647,-0.003628975194915256,0.0
upstream,4/18/2021 3:00,1746.1185,0.0,45.43415634567647,-0.003628975194915256,0.0
upstream,4/18/2021 4:00,1746.1185,0.0,45.43415634567647,-0.003628975194915256,0.0
upstream,4/18/2021 5:00,1746.1185,0.0,45.43415634567647,-0.0036289751295862514,0.0
upstream,4/18/2021 6:00,1746.1185,0.0,45.43415634567647,-0.0036289751295862514,0.0
upstream,4/18/2021 7:00,1746.1185,0.0,45.43415634567647,-0.0036289751295862514,0.0
upstream,4/18/2021 8:00,1746.1185,0.0,45.43415634567647,-0.0036289751295862514,0.0
upstream,4/18/2021 9:00,1746.1185,0.0,45.43415634567647,-0.003622649677613481,0.0
upstream,4/18/2021 10:00,1746.1185,0.0,45.43415634567647,-0.003618984387485398,0.0
upstream,4/18/2021 11:00,1746.1185,0.0,45.43415634567647,-0.003618925185678563,0.0
upstream,4/18/2021 12:00,1746.1185,0.0,45.43415634567647,-0.003618925080786539,0.0
upstream,4/18/2021 13:00,1746.1185,0.0,45.43415634567647,-0.003618925041141665,0.0
upstream,4/18/2021 14:00,1746.1185,0.0,45.43415634567647,-0.0036189250376082783,0.0
upstream,4/18/2021 15:00,1746.1185,0.0,45.43415634567647,-0.003618925037249028,0.0
upstream,4/18/2021 16:00,1746.1185,0.0,45.43415634567647,-0.003618925037249028,0.0
upstream,4/18/2021 17:00,1746.1185,0.0,45.43415634567647,-0.003618925037249028,0.0
upstream,4/18/2021 18:00,1746.1185,0.0,45.43415634567647,-0.003618925037249028,0.0
upstream,4/18/2021 19:00,1746.1185,0.0,45.43415634567647,-0.003618925037249028,0.0
upstream,4/18/2021 20:00,1746.1185,0.0,45.43415634567647,-0.003618925037249028,0.0
upstream,4/18/2021 21:00,1746.1185,0.0,45.43415634567647,-0.003618925037249028,0.0
upstream,4/18/2021 22:00,1746.1185,0.0,45.43415634567647,-0.003618925037249028,0.0
upstream,4/18/2021 23:00,1746.1185,0.0,45.43415634567647,-0.003618925037249028,0.0
upstream,4/19/2021 0:00,1746.1185,0.0,45.43415634567647,-0.003618925037249028,0.0
upstream,4/19/2021 1:00,1746.1185,0.0,45.43415634567647,-0.003618925037249028,0.0
upstream,4/19/2021 2:00,1746.1185,0.0,45.43415634567647,-0.003618925037249028,0.0
upstream,4/19/2021 3:00,1746.1185,0.0,45.43415634567647,-0.003618925037249028,0.0
upstream,4/19/2021 4:00,1746.1185,0.0,45.43415634567647,-0.003618925037249028,0.0
upstream,4/19/2021 5:00,1746.1185,0.0,45.43415634567647,-0.003618925037249028,0.0
upstream,4/19/2021 6:00,1746.1185,0.0,45.43415634567647,-0.003618925037249028,0.0
upstream,4/19/2021 7:00,1746.1185,0.0,45.43415634567647,-0.003618925037249028,0.0
upstream,4/19/2021 8:00,1746.1185,0.0,45.43415634567647,-0.003618925037249028,0.0
upstream,4/19/2021 9:00,1746.1185,0.0,45.43415634567647,-0.003618925037249028,0.0
upstream,4/19/2021 10:00,1746.1185,0.0,45.43415634567647,-0.003618925037249028,0.0
upstream,4/19/2021 11:00,1746.1185,0.0,45.43415634567647,-0.003618925037249028,0.0
upstream,4/19/2021 12:00,1746.1185,0.0,45.43415634567647,-0.003618925037249028,0.0
